,,,,name_handle,,subscribers,1 post reach,citation index
1 801.1,,drop,,#VALUE!,,citation index,Daily Storm87 512 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#37,87 512,13.4k
#37,,drop,,#VALUE!,,Daily Storm87 512 subscribersNews and media,subscribers,1 post reach
Daily Storm87 512 subscribersNews and media,https://tgstat.ru/en/channel/@stormdaily/stat,https://tgstat.ru/en/channel/,stormdaily/stat,stormdaily,stat,87 512,13.4k,1 763.7
87 512,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,13.4k,1 763.7,#38
13.4k,,drop,,#VALUE!,,1 post reach,citation index,ANNA-NEWS306 300 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 763.7,#38,306 300
1 763.7,,drop,,#VALUE!,,citation index,ANNA-NEWS306 300 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#38,306 300,113.3k
#38,,drop,,#VALUE!,,ANNA-NEWS306 300 subscribersNews and media,subscribers,1 post reach
ANNA-NEWS306 300 subscribersNews and media,https://tgstat.ru/en/channel/@anna_news/stat,https://tgstat.ru/en/channel/,anna_news/stat,anna_news,stat,306 300,113.3k,1 755.0
306 300,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,113.3k,1 755.0,#39
113.3k,,drop,,#VALUE!,,1 post reach,citation index,СМОТРИ43 155 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 755.0,#39,43 155
1 755.0,,drop,,#VALUE!,,citation index,СМОТРИ43 155 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#39,43 155,13.1k
#39,,drop,,#VALUE!,,СМОТРИ43 155 subscribersNews and media,subscribers,1 post reach
СМОТРИ43 155 subscribersNews and media,https://tgstat.ru/en/channel/@smotri_media/stat,https://tgstat.ru/en/channel/,smotri_media/stat,smotri_media,stat,43 155,13.1k,1 725.0
43 155,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,13.1k,1 725.0,#40
13.1k,,drop,,#VALUE!,,1 post reach,citation index,Темы. Главное (ГлавМедиа)57 479 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 725.0,#40,57 479
1 725.0,,drop,,#VALUE!,,citation index,Темы. Главное (ГлавМедиа)57 479 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#40,57 479,6.1k
#40,,drop,,#VALUE!,,Темы. Главное (ГлавМедиа)57 479 subscribersNews and media,subscribers,1 post reach
Темы. Главное (ГлавМедиа)57 479 subscribersNews and media,https://tgstat.ru/en/channel/@glavmedia/stat,https://tgstat.ru/en/channel/,glavmedia/stat,glavmedia,stat,57 479,6.1k,1 707.5
57 479,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,6.1k,1 707.5,#41
6.1k,,drop,,#VALUE!,,1 post reach,citation index,RTVI188 167 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 707.5,#41,188 167
1 707.5,,drop,,#VALUE!,,citation index,RTVI188 167 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#41,188 167,9.8k
#41,#ERROR!,drop,,#VALUE!,,RTVI188 167 subscribersNews and media,subscribers,1 post reach
RTVI188 167 subscribersNews and media,https://tgstat.ru/en/channel/@rtvimain/stat,https://tgstat.ru/en/channel/,rtvimain/stat,rtvimain,stat,188 167,9.8k,1 704.9
188 167,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,9.8k,1 704.9,#42
9.8k,,drop,,#VALUE!,,1 post reach,citation index,Московские новости180 538 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 704.9,#42,180 538
1 704.9,,drop,,#VALUE!,,citation index,Московские новости180 538 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#42,180 538,49.3k
#42,,drop,,#VALUE!,,Московские новости180 538 subscribersNews and media,subscribers,1 post reach
Московские новости180 538 subscribersNews and media,https://tgstat.ru/en/channel/@mnews_ru/stat,https://tgstat.ru/en/channel/,mnews_ru/stat,mnews_ru,stat,180 538,49.3k,1 682.4
180 538,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,49.3k,1 682.4,#43
49.3k,,drop,,#VALUE!,,1 post reach,citation index,ЧТД313 833 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 682.4,#43,313 833
1 682.4,,drop,,#VALUE!,,citation index,ЧТД313 833 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#43,313 833,88.5k
#43,,drop,,#VALUE!,,ЧТД313 833 subscribersNews and media,subscribers,1 post reach
ЧТД313 833 subscribersNews and media,https://tgstat.ru/en/channel/@chtddd/stat,https://tgstat.ru/en/channel/,chtddd/stat,chtddd,stat,313 833,88.5k,1 660.7
313 833,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,88.5k,1 660.7,#44
88.5k,,drop,,#VALUE!,,1 post reach,citation index,112155 167 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 660.7,#44,155 167
1 660.7,,drop,,#VALUE!,,citation index,112155 167 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#44,155 167,100.9k
#44,,drop,,#VALUE!,,112155 167 subscribersNews and media,subscribers,1 post reach
112155 167 subscribersNews and media,https://tgstat.ru/en/channel/@ENews112/stat,https://tgstat.ru/en/channel/,ENews112/stat,ENews112,stat,155 167,100.9k,1 656.3
155 167,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,100.9k,1 656.3,#45
100.9k,,drop,,#VALUE!,,1 post reach,citation index,GREY ZONE421 343 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 656.3,#45,421 343
1 656.3,,drop,,#VALUE!,,citation index,GREY ZONE421 343 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#45,421 343,228.1k
#45,#ERROR!,drop,,#VALUE!,,GREY ZONE421 343 subscribersNews and media,subscribers,1 post reach
GREY ZONE421 343 subscribersNews and media,https://tgstat.ru/en/channel/@grey_zone/stat,https://tgstat.ru/en/channel/,grey_zone/stat,grey_zone,stat,421 343,228.1k,1 635.2
421 343,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,228.1k,1 635.2,#46
228.1k,,drop,,#VALUE!,,1 post reach,citation index,Можем объяснить321 339 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 635.2,#46,321 339
1 635.2,,drop,,#VALUE!,,citation index,Можем объяснить321 339 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#46,321 339,133.3k
#46,,drop,,#VALUE!,,Можем объяснить321 339 subscribersNews and media,subscribers,1 post reach
Можем объяснить321 339 subscribersNews and media,https://tgstat.ru/en/channel/@mozhemobyasnit/stat,https://tgstat.ru/en/channel/,mozhemobyasnit/stat,mozhemobyasnit,stat,321 339,133.3k,1 609.8
321 339,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,133.3k,1 609.8,#47
133.3k,,drop,,#VALUE!,,1 post reach,citation index,Ateo Breaking491 257 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 609.8,#47,491 257
1 609.8,,drop,,#VALUE!,,citation index,Ateo Breaking491 257 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#47,491 257,210.3k
#47,,drop,,#VALUE!,,Ateo Breaking491 257 subscribersNews and media,subscribers,1 post reach
Ateo Breaking491 257 subscribersNews and media,https://tgstat.ru/en/channel/@Ateobreaking/stat,https://tgstat.ru/en/channel/,Ateobreaking/stat,Ateobreaking,stat,491 257,210.3k,1 593.0
491 257,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,210.3k,1 593.0,#48
210.3k,,drop,,#VALUE!,,1 post reach,citation index,Ньюсач/Двач413 893 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 593.0,#48,413 893
1 593.0,,drop,,#VALUE!,,citation index,Ньюсач/Двач413 893 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#48,413 893,187.1k
#48,,drop,,#VALUE!,,Ньюсач/Двач413 893 subscribersNews and media,subscribers,1 post reach
Ньюсач/Двач413 893 subscribersNews and media,https://tgstat.ru/en/channel/@ru2ch_news/stat,https://tgstat.ru/en/channel/,ru2ch_news/stat,ru2ch_news,stat,413 893,187.1k,1 591.5
413 893,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,187.1k,1 591.5,#49
187.1k,,drop,,#VALUE!,,1 post reach,citation index,РОКОТ Z154 368 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 591.5,#49,154 368
1 591.5,,drop,,#VALUE!,,citation index,РОКОТ Z154 368 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#49,154 368,36.5k
#49,,drop,,#VALUE!,,РОКОТ Z154 368 subscribersNews and media,subscribers,1 post reach
РОКОТ Z154 368 subscribersNews and media,https://tgstat.ru/en/channel/@surf_noise1/stat,https://tgstat.ru/en/channel/,surf_noise1/stat,surf_noise1,stat,154 368,36.5k,1 589.0
154 368,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,36.5k,1 589.0,#50
36.5k,,drop,,#VALUE!,,1 post reach,citation index,Говорит Москва44 410 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 589.0,#50,44 410
1 589.0,,drop,,#VALUE!,,citation index,Говорит Москва44 410 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#50,44 410,8.3k
#50,#ERROR!,drop,,#VALUE!,,Говорит Москва44 410 subscribersNews and media,subscribers,1 post reach
Говорит Москва44 410 subscribersNews and media,https://tgstat.ru/en/channel/@radiogovoritmsk/stat,https://tgstat.ru/en/channel/,radiogovoritmsk/stat,radiogovoritmsk,stat,44 410,8.3k,1 535.9
44 410,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,8.3k,1 535.9,#51
8.3k,,drop,,#VALUE!,,1 post reach,citation index,Varlamov News1 125 974 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 535.9,#51,1 125 974
1 535.9,,drop,,#VALUE!,,citation index,Varlamov News1 125 974 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#51,1 125 974,418.1k
#51,,drop,,#VALUE!,,Varlamov News1 125 974 subscribersNews and media,subscribers,1 post reach
Varlamov News1 125 974 subscribersNews and media,https://tgstat.ru/en/channel/@varlamov_news/stat,https://tgstat.ru/en/channel/,varlamov_news/stat,varlamov_news,stat,1 125 974,418.1k,1 508.1
1 125 974,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,418.1k,1 508.1,#52
418.1k,,drop,,#VALUE!,,1 post reach,citation index,Военная хроника232 234 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 508.1,#52,232 234
1 508.1,,drop,,#VALUE!,,citation index,Военная хроника232 234 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#52,232 234,581.4k
#52,#ERROR!,drop,,#VALUE!,,Военная хроника232 234 subscribersNews and media,subscribers,1 post reach
Военная хроника232 234 subscribersNews and media,https://tgstat.ru/en/channel/@milchronicles/stat,https://tgstat.ru/en/channel/,milchronicles/stat,milchronicles,stat,232 234,581.4k,1 487.6
232 234,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,581.4k,1 487.6,#53
581.4k,,drop,,#VALUE!,,1 post reach,citation index,Китайская угроза92 987 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 487.6,#53,92 987
1 487.6,,drop,,#VALUE!,,citation index,Китайская угроза92 987 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#53,92 987,20.8k
#53,,drop,,#VALUE!,,Китайская угроза92 987 subscribersNews and media,subscribers,1 post reach
Китайская угроза92 987 subscribersNews and media,https://tgstat.ru/en/channel/@daokedao/stat,https://tgstat.ru/en/channel/,daokedao/stat,daokedao,stat,92 987,20.8k,1 485.6
92 987,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,20.8k,1 485.6,#54
20.8k,,drop,,#VALUE!,,1 post reach,citation index,Москва 24253 948 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 485.6,#54,253 948
1 485.6,,drop,,#VALUE!,,citation index,Москва 24253 948 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#54,253 948,100.5k
#54,#ERROR!,drop,,#VALUE!,,Москва 24253 948 subscribersNews and media,subscribers,1 post reach
Москва 24253 948 subscribersNews and media,https://tgstat.ru/en/channel/@infomoscow24/stat,https://tgstat.ru/en/channel/,infomoscow24/stat,infomoscow24,stat,253 948,100.5k,1 473.2
253 948,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,100.5k,1 473.2,#55
100.5k,,drop,,#VALUE!,,1 post reach,citation index,Донбасс решает71 270 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 473.2,#55,71 270
1 473.2,,drop,,#VALUE!,,citation index,Донбасс решает71 270 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#55,71 270,15.3k
#55,#ERROR!,drop,,#VALUE!,,Донбасс решает71 270 subscribersNews and media,subscribers,1 post reach
Донбасс решает71 270 subscribersNews and media,https://tgstat.ru/en/channel/@donbassr/stat,https://tgstat.ru/en/channel/,donbassr/stat,donbassr,stat,71 270,15.3k,1 443.2
71 270,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,15.3k,1 443.2,#56
15.3k,,drop,,#VALUE!,,1 post reach,citation index,V Z - ВЗГЛЯД.РУ90 141 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 443.2,#56,90 141
1 443.2,,drop,,#VALUE!,,citation index,V Z - ВЗГЛЯД.РУ90 141 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#56,90 141,19.1k
#56,,drop,,#VALUE!,,V Z - ВЗГЛЯД.РУ90 141 subscribersNews and media,subscribers,1 post reach
V Z - ВЗГЛЯД.РУ90 141 subscribersNews and media,https://tgstat.ru/en/channel/@vzglyad_ru/stat,https://tgstat.ru/en/channel/,vzglyad_ru/stat,vzglyad_ru,stat,90 141,19.1k,1 435.4
90 141,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,19.1k,1 435.4,#57
19.1k,,drop,,#VALUE!,,1 post reach,citation index,"⚡️🇷🇺 Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)305 907 subscribersNews and media"
1 post reach,,drop,,#VALUE!,,1 435.4,#57,305 907
1 435.4,,drop,,#VALUE!,,citation index,"⚡️🇷🇺 Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)305 907 subscribersNews and media",subscribers
citation index,,drop,,#VALUE!,,#57,305 907,47.1k
#57,,drop,,#VALUE!,,"⚡️🇷🇺 Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)305 907 subscribersNews and media",subscribers,1 post reach
"⚡️🇷🇺 Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)305 907 subscribersNews and media",https://tgstat.ru/en/channel/@swodki/stat,https://tgstat.ru/en/channel/,swodki/stat,swodki,stat,305 907,47.1k,1 430.7
305 907,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,47.1k,1 430.7,#58
47.1k,,drop,,#VALUE!,,1 post reach,citation index,Лентач447 947 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 430.7,#58,447 947
1 430.7,,drop,,#VALUE!,,citation index,Лентач447 947 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#58,447 947,186.3k
#58,,drop,,#VALUE!,,Лентач447 947 subscribersNews and media,subscribers,1 post reach
Лентач447 947 subscribersNews and media,https://tgstat.ru/en/channel/@lentachold/stat,https://tgstat.ru/en/channel/,lentachold/stat,lentachold,stat,447 947,186.3k,1 418.1
447 947,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,186.3k,1 418.1,#59
186.3k,,drop,,#VALUE!,,1 post reach,citation index,Dambiev82 866 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 418.1,#59,82 866
1 418.1,,drop,,#VALUE!,,citation index,Dambiev82 866 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#59,82 866,102.6k
#59,,drop,,#VALUE!,,Dambiev82 866 subscribersNews and media,subscribers,1 post reach
Dambiev82 866 subscribersNews and media,https://tgstat.ru/en/channel/@ChDambiev/stat,https://tgstat.ru/en/channel/,ChDambiev/stat,ChDambiev,stat,82 866,102.6k,1 409.8
82 866,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,102.6k,1 409.8,#60
102.6k,,drop,,#VALUE!,,1 post reach,citation index,SOTA98 811 subscribersNews and media
1 post reach,#ERROR!,drop,,#VALUE!,,1 409.8,#60,98 811
1 409.8,,drop,,#VALUE!,,citation index,SOTA98 811 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#60,98 811,33.4k
#60,#ERROR!,drop,,#VALUE!,,SOTA98 811 subscribersNews and media,subscribers,1 post reach
SOTA98 811 subscribersNews and media,https://tgstat.ru/en/channel/@sotaproject/stat,https://tgstat.ru/en/channel/,sotaproject/stat,sotaproject,stat,98 811,33.4k,1 406.4
98 811,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,33.4k,1 406.4,#61
33.4k,,drop,,#VALUE!,,1 post reach,citation index,Объясняет Readovka450 934 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 406.4,#61,450 934
1 406.4,,drop,,#VALUE!,,citation index,Объясняет Readovka450 934 subscribersNews and media,subscribers
citation index,#ERROR!,drop,,#VALUE!,,#61,450 934,265.8k
#61,,drop,,#VALUE!,,Объясняет Readovka450 934 subscribersNews and media,subscribers,1 post reach
Объясняет Readovka450 934 subscribersNews and media,https://tgstat.ru/en/channel/@readovkaru/stat,https://tgstat.ru/en/channel/,readovkaru/stat,readovkaru,stat,450 934,265.8k,1 371.5
450 934,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,265.8k,1 371.5,#62
265.8k,,drop,,#VALUE!,,1 post reach,citation index,Русский тарантасъ187 125 subscribersNews and media
1 post reach,,drop,,#VALUE!,,1 371.5,#62,187 125
1 371.5,,drop,,#VALUE!,,citation index,Русский тарантасъ187 125 subscribersNews and media,subscribers
citation index,,drop,,#VALUE!,,#62,187 125,147.1k
#62,#ERROR!,drop,,#VALUE!,,Русский тарантасъ187 125 subscribersNews and media,subscribers,1 post reach
Русский тарантасъ187 125 subscribersNews and media,https://tgstat.ru/en/channel/@DmitriySteshin/stat,https://tgstat.ru/en/channel/,DmitriySteshin/stat,DmitriySteshin,stat,187 125,147.1k,1 365.1
187 125,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,#ERROR!,drop,,#VALUE!,,147.1k,1 365.1,#63
147.1k,,drop,,#VALUE!,,1 post reach,citation index,Денацификация UA102 141 subscribersNews and media
